  0.0000000000    0.4550000000
  0.0100000000    0.1000000000    349    199
  -0.0000003412    0.0065912142    0.0131748840    0.0197434798    0.0262883380
  0.0327990249    0.0392628267    0.0456637308    0.0519821301    0.0581943676
  0.0642737553    0.0701921299    0.0759224817    0.0814420924    0.0867354587
  0.0917968675    0.0966314688    0.1012562677    0.1057002857    0.1100049093
  0.1142248020    0.1184301838    0.1227109358    0.1271864429    0.1320252553
  0.1374859110    0.1439368114    0.1495142773    0.1484997049    0.1474963978
  0.1465048119    0.1455247328    0.1445562407    0.1435994163    0.1426546618
  0.1417215481    0.1408000752    0.1398901358    0.1389918104    0.1381045893
  0.1372286335    0.1363636479    0.1355092570    0.1346655682    0.1338319913
  0.1330084994    0.1321947709    0.1313905373    0.1305955574    0.1298095092
  0.1290319905    0.1282628670    0.1275016025    0.1267482504    0.1260021135
